,label1,label2,text
305,1,5,the network tower broken down in Whitefield I live in pg where its difficult to get food. When are flights and trains getting started.
306,1,3,calls are not connecting from airtel there has ben a leakage in gas pipeline for the past few days. Cant find professionals to fix it.
307,1,4,I was trying to connect to my family. someone please guide me. food poisoning by eating old distributed food
308,1,2,Due to frequent power cuts i am not able to watch tv or radio.  Internet facility provided at railway station is so bad that i am not even able to buy groceries online.
309,1,5,Why governement is not spending money to improve the communication services in India? Me and family stranded on roadside on the way to mysore. Car is not working.
310,1,2,Why call center/customer care of COVID19-HelpCare do not respond on time. my sugar eggs and milk are over. I have small chidren. 
311,1,5,Helplines numbers are not working properly. Please update them. Five construction workers started walking from kerela to bihar but are stranded in karnataka border.
312,1,2,Tower in my area has sparking issues. provide rations for 6 people for 10 days
313,1,1,Whenever i try to reach some authorities from governement they just hang the call and don't respond. I am really irritated by this behaviour. Why call center/customer care of COVID19-HelpCare do not respond on time.
314,1,1,Telecom companies have raised the prices of net pack so much that they are not affordable. 5 people trapped with no internet in my locality
315,1,0,Internet facility provided at railway station is so bad that i am not even able to buy groceries online. Police assaulted senior citizen for not having proper ration cards.
316,1,3,There has been transformer fault in our area and none of our devices are working and all our phones are discharged and we are not able to contact anyone to request for repair for many days now. Frequent power cut in the area and we do not have candles or oil for lighting. 
317,1,0,All electricity is down in my society due to which all electronic devices are off. Phone wifi laptop all shut Someone is continusly following me. Feeling scared.
318,3,4,run out of gas. Unable to get gas cylinders My wife is a construction worker and since we don't have enough meals now due to shortage of money she is weak and unable to get up
319,3,3,requesting supplies of kerosene Reduce oil prices immidiately
320,3,0,there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere Media houses have to much of liberty and they harass people a lot.
321,3,0,there has ben a leakage in gas pipeline for the past few days. Cant find professionals to fix it. Police assaulted senior citizen for not having proper ration cards.
322,3,1,Ambulances are unable to function due to scarecitry of fuel. Tower in my area has sparking issues.
323,3,5,Too frequent power cuts in our locality. Need supply of kerosine oil to run the generator Few days back my vehicle was seized by police now don't have any means of transport.
324,3,1,Reduce oil prices immidiately due to sim card issue I was not able to create hotspot
325,3,1,All the grocery shops near by do not have any kerosene oil or cooking oil. Government should provide it for people. is it possible to deliver a phone in kormangla as mine is not working
326,3,2,Poor families cook food on the stove using wood. But they cannot go far to collect due to restrictions. Give them fuel for cooking food. Need groceries for a family in quarantine
327,3,4,Frequent power cut in the area and we do not have candles or oil for lighting.  Equipment required at hospital. patients need mask and sanitizers
328,3,5,The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity. I cancelled my advance booking on irctc website but refund is not initiated yet.
329,3,3,If you fuel your journey on the opinion of others you are going to run out of gas. Fuel is precious. Please use it wisely.
330,3,1,Fuel is precious. Please use it wisely. Tower in my area has sparking issues.
331,3,2,In upcoming days CNG usage will rise to more than petrol and diesel. I am unable to find fruits or vegetables
332,3,3,Please provide coal for burning of stove. Poor families cook food on the stove using wood. But they cannot go far to collect due to restrictions. Give them fuel for cooking food.
333,3,4,We have been eating raw vegetables and fruits for the last 3 days as we do not have cooking gas in our cylinder and no one has delivered our new cylinder which we have requested a long time back. I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever. 
334,3,3,I haven't received the big 19 kg gas cannister which I applied for almost 20 days ago. The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity.
335,3,2,Need gas for car so that I can reach home. As my young daughter is still a toddler I need some cereals or Cerelac and milk urgently.
336,3,0,There was sparking in my electric generator due to fuel leakage and I got a third degree burn. Due to lack in any means of transport horse cart owner is charging very high prices.
337,0,4,I can hear voices of crying children from my neighbor. I think they are being abused. Equipment required at hospital. patients need mask and sanitizers
338,0,5,Yesterday i saw few people bullying a person from my locality. My son went to Delhi to prepare for competitive exams and now he is stuck there with some friends as their institution has closed down and he is unable to return. 
339,0,1,Was passing by the vathur bus stop and a group of boys teased me. no connectivity in wifi router due to some wiring problem.
340,0,1,I feel that someone is going to break in and kill me. is it possible to deliver a phone in kormangla as mine is not working
341,0,0,The only shop in my area is charging very high prices for items. Police assaulted senior citizen for not having proper ration cards.
342,0,2,An old man is getting abused by his family The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities to buy groceries and medicines. Help us.
343,0,4,Someone is continusly following me. Feeling scared. Two people suffering from fever and cold
344,0,5,I am not able to contact my friend from past few days. I think his life is in danger. The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities.
345,0,3,I saw bruises on my maid face. I think she is a victim of domestic violence. Poor families cook food on the stove using wood. But they cannot go far to collect due to restrictions. Give them fuel for cooking food.
346,0,3,Due to lack in any means of transport horse cart owner is charging very high prices. There was sparking in my electric generator due to fuel leakage and I got a third degree burn.
347,0,1,My father is ill treated. Why call center/customer care of COVID19-HelpCare do not respond on time.
348,0,1,I recently came to know that my brother is adopted and that's why he is ill treated by my parents. Telecom companies have raised the prices of net pack so much that they are not affordable.
349,0,3,Nearby shops are charging way beyond the MRP prices. The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity.
350,0,0,Devesh was beating Aabhas with rod stick. My father is ill treated.
351,0,4,These days students are learning to bully from school itself. my daughter ate expired medicine. I am unable to call any hospital.
352,0,1,I think i am in depression due to mental stress i am facing from my family regarding my marriage. 5 people trapped with no internet in my locality
353,0,2,Police assaulted senior citizen for not having proper ration cards. Dry ration provided is of bad quality. People are getting sick after consuming them.
354,0,4,Media houses have to much of liberty and they harass people a lot. need medical assistance
355,0,4,My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday I need to take my father to hospital for dialysis.
356,0,0,An elderly man in our locality was tested positive for coronavirus long back has recovered and since then everybody is hateful of the entire family and even the shopkeepers harass them by refusing to sell items to them.  Someone is continusly following me. Feeling scared.
357,0,2,3 people have crashed in my neighbors house for some money matter. Even though the local auhtorities have arranged for raw vegetables for us to have please provide us with oil and spices to cook them which we have been asking for so long.
358,4,2,Two people suffering from fever and cold Internet facility provided at railway station is so bad that i am not even able to buy groceries online.
359,4,3,I need to take my father to hospital for dialysis. there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere
360,4,0,Equipment required at hospital. patients need mask and sanitizers My father is ill treated.
361,4,0,Need an ambulance urgently Media houses have to much of liberty and they harass people a lot.
362,4,4,accident in the area and arm broken need to go to hospital My son is ill due to bad weather.
363,4,5,The delivery workers of essential items should always wear masks as they come in contact with hundreds of people. Government should provide masks for them. Want curfew pass for case of emergency travel.
364,4,5,My blood pressure is low. Firstline workers facing issues as no cabs are available
365,4,5,food poisoning by eating old distributed food Five construction workers started walking from kerela to bihar but are stranded in karnataka border.
366,4,1,I am hungry from last three days. My glucose level is very low and bp is very high. Need help urgently. Internet facility provided at railway station is so bad that i am not even able to buy groceries online.
367,4,0,I was travelling from karnataka to tamil nadu and met with an accident. My bike is broken and I need medical assistance for my fractured leg. My father is ill treated.
368,4,1,my daughter ate expired medicine. I am unable to call any hospital. due to sim card issue I was not able to create hotspot
369,4,4,my aunt is feeling uneasiness since morning. This can be a symptom of corona. Send check up team immediately. My wife is a construction worker and since we don't have enough meals now due to shortage of money she is weak and unable to get up
370,4,3,I read a news article and I suspect I have cancer. As a precautionary measure I want my body checkup requesting supplies of kerosene
371,4,0,There was sparking in my electric generator due to fuel leakage and I got a third degree burn. Due to lack in any means of transport horse cart owner is charging very high prices.
372,4,4,Dry ration provided is of bad quality. People are getting sick after consuming them. There was sparking in my electric generator due to fuel leakage and I got a third degree burn.
373,4,5,My father is sick.  Few days back my vehicle was seized by police now don't have any means of transport.
374,4,4,My son is ill due to bad weather. I read a news article and I suspect I have cancer. As a precautionary measure I want my body checkup
375,4,3,I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever.  there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere
376,4,4,My wife is a construction worker and since we don't have enough meals now due to shortage of money she is weak and unable to get up I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever. 
377,4,3,need medical assistance I haven't received the big 19 kg gas cannister which I applied for almost 20 days ago.
378,4,2,My inhaler isnt working and I need a new one asap. Need groceries for a family in quarantine
379,4,0,I am running out of my insulin injections. Someone is continusly following me. Feeling scared.
380,4,4,Me and my parents are stuck alone in our house with severe health issues. My father has heart problems and my mother is bedridden. I need medical assistance. There was sparking in my electric generator due to fuel leakage and I got a third degree burn.
381,5,2,I want to travel back to my native place. Dry ration provided is of bad quality. People are getting sick after consuming them.
382,5,0,Want curfew pass for case of emergency travel. An elderly man in our locality was tested positive for coronavirus long back has recovered and since then everybody is hateful of the entire family and even the shopkeepers harass them by refusing to sell items to them. 
383,5,1,Firstline workers facing issues as no cabs are available All electricity is down in my society due to which all electronic devices are off. Phone wifi laptop all shut
384,5,0,Want to go back to my family place. Currently staying in the hotel. Police assaulted senior citizen for not having proper ration cards.
385,5,5,Want to travel from bangalore to delhi. Any means of transport available? I came to Bangalore to work and have been stuck here for so long due to the lockdown I need to get to my elderly parents who are in a small town in Maharashtra which is declared a red zone. 
386,5,3,Residing in green zone but not able to get travel permssion even for getting essential household items. run out of gas. Unable to get gas cylinders
387,5,3,Few days back my vehicle was seized by police now don't have any means of transport. Need gas for car so that I can reach home.
388,5,4,My visa about to get expire. Want some travel arrangements to be done to fly back to Austria. My father is sick. 
389,5,0,Five construction workers started walking from kerela to bihar but are stranded in karnataka border. The only shop in my area is charging very high prices for items.
390,5,5,I live in pg where its difficult to get food. When are flights and trains getting started. I want to drive to my home town to attend a funeral and need paas. send me back.
391,5,3,You are giving permission to celebrities like Rishi kapoors daughter to travel while normal people are not getting passes within the city.  We have been eating raw vegetables and fruits for the last 3 days as we do not have cooking gas in our cylinder and no one has delivered our new cylinder which we have requested a long time back.
392,5,0,I cancelled my advance booking on irctc website but refund is not initiated yet. Police assaulted senior citizen for not having proper ration cards.
393,5,2,Due to lack in any means of transport horse cart owner is charging very high prices. Please give update when daily buses will resume. The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities to buy groceries and medicines. Help us.
394,5,5,The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities. I cancelled my advance booking on irctc website but refund is not initiated yet.
395,5,5,Daily a truck of refugees breaks into the city via the south highway road. Travel ban should be imposed on the trucks too. Firstline workers facing issues as no cabs are available
396,5,1,I want to drive to my home town to attend a funeral and need paas. send me back. Due to frequent power cuts i am not able to watch tv or radio. 
397,5,4,I came to Bangalore to work and have been stuck here for so long due to the lockdown I need to get to my elderly parents who are in a small town in Maharashtra which is declared a red zone.  Need an ambulance urgently
398,5,1,My son went to Delhi to prepare for competitive exams and now he is stuck there with some friends as their institution has closed down and he is unable to return.  5 people trapped with no internet in my locality
399,5,3,Me and family stranded on roadside on the way to mysore. Car is not working. The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity.
400,2,3,I need daily rations in Attur there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere
401,2,4,provide rations for 6 people for 10 days Need an ambulance urgently
402,2,0,Need prepared food for 20 people in slum These days students are learning to bully from school itself.
403,2,5,Need groceries for a family in quarantine Want curfew pass for case of emergency travel.
404,2,1,my sugar eggs and milk are over. I have small chidren.  Why call center/customer care of COVID19-HelpCare do not respond on time.
405,2,1,Need food packets for 20 people Due to frequent power cuts i am not able to watch tv or radio. 
406,2,5,I want bread and rice for my home Me and family stranded on roadside on the way to mysore. Car is not working.
407,2,5,Five construction workers started walking from kerela to bihar but are stranded in karnataka border. Get them food and help them go to their home. My son went to Delhi to prepare for competitive exams and now he is stuck there with some friends as their institution has closed down and he is unable to return. 
408,2,0,The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities to buy groceries and medicines. Help us. My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday
409,2,4,I cannot cook food at my home as I do not have groceries and cooking oil. need medical assistance
410,2,1,Dry ration provided is of bad quality. People are getting sick after consuming them. There has been transformer fault in our area and none of our devices are working and all our phones are discharged and we are not able to contact anyone to request for repair for many days now.
411,2,3,5 kg Rice 10 kg Wheat 20 L Oil needed All the grocery shops near by do not have any kerosene oil or cooking oil. Government should provide it for people.
412,2,0,People are starving due to COVID19 crises. I can hear voices of crying children from my neighbor. I think they are being abused.
413,2,4,My maid complaint that she has money but was unable to buy groceries as nearby shops are closed and police is not allowing them to go to far places. Please make sure essential services are working properly and Help my maid.Her No. is 7625472689 I need to take my father to hospital for dialysis.
414,2,0,No one is taking care of roadside animals. They are starving.Plase do something to help them instantly I think i am in depression due to mental stress i am facing from my family regarding my marriage.
415,2,2,As my young daughter is still a toddler I need some cereals or Cerelac and milk urgently. No one is taking care of roadside animals. They are starving.Plase do something to help them instantly
416,2,1,Even though the local auhtorities have arranged for raw vegetables for us to have please provide us with oil and spices to cook them which we have been asking for so long. Telecom companies have raised the prices of net pack so much that they are not affordable.
417,2,3,I am unable to find fruits or vegetables there has ben a leakage in gas pipeline for the past few days. Cant find professionals to fix it.
418,2,2,Where can I get bread and butter. Five construction workers started walking from kerela to bihar but are stranded in karnataka border. Get them food and help them go to their home.
419,2,5,Edible supplies are not available in my area i need bread and groceries My visa about to get expire. Want some travel arrangements to be done to fly back to Austria.
420,2,2,We are 6 people in my family and we are out of food. Anything you can give please do Edible supplies are not available in my area i need bread and groceries
421,2,2,I need food supplies for my family. Require lunch dinner meals everyday.  I am unable to find fruits or vegetables
422,2,3,I am starving and hence require daily meals. please supply meals for me. Ambulances are unable to function due to scarecitry of fuel.
423,2,1,Internet facility provided at railway station is so bad that i am not even able to buy groceries online. I was trying to connect to my family. someone please guide me.
424,1,1,5 people trapped with no internet in my locality Internet facility provided at railway station is so bad that i am not even able to buy groceries online.
425,1,1,requesting mobile recharge for 2 phones I was trying to connect to my family. someone please guide me.
426,1,1,network coverage is weak in my house I was trying to connect to my family. someone please guide me.
427,1,0,no connectivity in wifi router due to some wiring problem. I think i am in depression due to mental stress i am facing from my family regarding my marriage.
428,1,2,I am not able to call helplines Dry ration provided is of bad quality. People are getting sick after consuming them.
429,1,1,my phone is damaged. Requesting spare Whenever i try to reach some authorities from governement they just hang the call and don't respond. I am really irritated by this behaviour.
430,1,2,is it possible to deliver a phone in kormangla as mine is not working Where can I get bread and butter.
431,1,2,due to sim card issue I was not able to create hotspot As my young daughter is still a toddler I need some cereals or Cerelac and milk urgently.
432,1,5,the network tower broken down in Whitefield My son went to Delhi to prepare for competitive exams and now he is stuck there with some friends as their institution has closed down and he is unable to return. 
433,1,4,calls are not connecting from airtel I need to take my father to hospital for dialysis.
434,1,1,I was trying to connect to my family. someone please guide me. is it possible to deliver a phone in kormangla as mine is not working
435,1,5,Due to frequent power cuts i am not able to watch tv or radio.  Firstline workers facing issues as no cabs are available
436,1,4,Why governement is not spending money to improve the communication services in India? I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever. 
437,1,3,Why call center/customer care of COVID19-HelpCare do not respond on time. I haven't received the big 19 kg gas cannister which I applied for almost 20 days ago.
438,1,4,Helplines numbers are not working properly. Please update them. my daughter ate expired medicine. I am unable to call any hospital.
439,1,0,Tower in my area has sparking issues. Nearby shops are charging way beyond the MRP prices.
440,1,2,Whenever i try to reach some authorities from governement they just hang the call and don't respond. I am really irritated by this behaviour. No one is taking care of roadside animals. They are starving.Plase do something to help them instantly
441,1,2,Telecom companies have raised the prices of net pack so much that they are not affordable. 5 kg Rice 10 kg Wheat 20 L Oil needed
442,1,2,Internet facility provided at railway station is so bad that i am not even able to buy groceries online. I am unable to find fruits or vegetables
443,1,1,There has been transformer fault in our area and none of our devices are working and all our phones are discharged and we are not able to contact anyone to request for repair for many days now. Internet facility provided at railway station is so bad that i am not even able to buy groceries online.
444,1,1,All electricity is down in my society due to which all electronic devices are off. Phone wifi laptop all shut no connectivity in wifi router due to some wiring problem.
445,3,0,run out of gas. Unable to get gas cylinders My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday
446,3,3,requesting supplies of kerosene There was sparking in my electric generator due to fuel leakage and I got a third degree burn.
447,3,0,there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere Nearby shops are charging way beyond the MRP prices.
448,3,2,there has ben a leakage in gas pipeline for the past few days. Cant find professionals to fix it. 5 kg Rice 10 kg Wheat 20 L Oil needed
449,3,4,Ambulances are unable to function due to scarecitry of fuel. need medical assistance
450,3,1,Too frequent power cuts in our locality. Need supply of kerosine oil to run the generator Helplines numbers are not working properly. Please update them.
451,3,3,Reduce oil prices immidiately If you fuel your journey on the opinion of others you are going to run out of gas.
452,3,5,All the grocery shops near by do not have any kerosene oil or cooking oil. Government should provide it for people. You are giving permission to celebrities like Rishi kapoors daughter to travel while normal people are not getting passes within the city. 
453,3,5,Poor families cook food on the stove using wood. But they cannot go far to collect due to restrictions. Give them fuel for cooking food. I want to drive to my home town to attend a funeral and need paas. send me back.
454,3,2,Frequent power cut in the area and we do not have candles or oil for lighting.  Need food packets for 20 people
455,3,3,The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity. Fuel is precious. Please use it wisely.
456,3,4,If you fuel your journey on the opinion of others you are going to run out of gas. I read a news article and I suspect I have cancer. As a precautionary measure I want my body checkup
457,3,5,Fuel is precious. Please use it wisely. Five construction workers started walking from kerela to bihar but are stranded in karnataka border.
458,3,2,In upcoming days CNG usage will rise to more than petrol and diesel. Five construction workers started walking from kerela to bihar but are stranded in karnataka border. Get them food and help them go to their home.
459,3,4,Please provide coal for burning of stove. I need to take my father to hospital for dialysis.
460,3,0,We have been eating raw vegetables and fruits for the last 3 days as we do not have cooking gas in our cylinder and no one has delivered our new cylinder which we have requested a long time back. An elderly man in our locality was tested positive for coronavirus long back has recovered and since then everybody is hateful of the entire family and even the shopkeepers harass them by refusing to sell items to them. 
461,3,4,I haven't received the big 19 kg gas cannister which I applied for almost 20 days ago. My father is sick. 
462,3,4,Need gas for car so that I can reach home. My father is sick. 
463,3,0,There was sparking in my electric generator due to fuel leakage and I got a third degree burn. Police assaulted senior citizen for not having proper ration cards.
464,0,5,I can hear voices of crying children from my neighbor. I think they are being abused. I cancelled my advance booking on irctc website but refund is not initiated yet.
465,0,0,Yesterday i saw few people bullying a person from my locality. My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday
466,0,0,Was passing by the vathur bus stop and a group of boys teased me. I recently came to know that my brother is adopted and that's why he is ill treated by my parents.
467,0,2,I feel that someone is going to break in and kill me. My maid complaint that she has money but was unable to buy groceries as nearby shops are closed and police is not allowing them to go to far places. Please make sure essential services are working properly and Help my maid.Her No. is 7625472689
468,0,3,The only shop in my area is charging very high prices for items. Need gas for car so that I can reach home.
469,0,1,An old man is getting abused by his family the network tower broken down in Whitefield
470,0,3,Someone is continusly following me. Feeling scared. The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity.
471,0,2,I am not able to contact my friend from past few days. I think his life is in danger. 5 kg Rice 10 kg Wheat 20 L Oil needed
472,0,5,I saw bruises on my maid face. I think she is a victim of domestic violence. Want to go back to my family place. Currently staying in the hotel.
473,0,0,Due to lack in any means of transport horse cart owner is charging very high prices. An old man is getting abused by his family
474,0,4,My father is ill treated. I am hungry from last three days. My glucose level is very low and bp is very high. Need help urgently.
475,0,3,I recently came to know that my brother is adopted and that's why he is ill treated by my parents. Frequent power cut in the area and we do not have candles or oil for lighting. 
476,0,1,Nearby shops are charging way beyond the MRP prices. Tower in my area has sparking issues.
477,0,1,Devesh was beating Aabhas with rod stick. Tower in my area has sparking issues.
478,0,4,These days students are learning to bully from school itself. Me and my parents are stuck alone in our house with severe health issues. My father has heart problems and my mother is bedridden. I need medical assistance.
479,0,1,I think i am in depression due to mental stress i am facing from my family regarding my marriage. I was trying to connect to my family. someone please guide me.
480,0,2,Police assaulted senior citizen for not having proper ration cards. I need food supplies for my family. Require lunch dinner meals everyday. 
481,0,2,Media houses have to much of liberty and they harass people a lot. Need prepared food for 20 people in slum
482,0,3,My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday Poor families cook food on the stove using wood. But they cannot go far to collect due to restrictions. Give them fuel for cooking food.
483,0,2,An elderly man in our locality was tested positive for coronavirus long back has recovered and since then everybody is hateful of the entire family and even the shopkeepers harass them by refusing to sell items to them.  We are 6 people in my family and we are out of food. Anything you can give please do
484,0,3,3 people have crashed in my neighbors house for some money matter. The constant burning diya lamp in the temple needs oil to continue otherwise it will bring havoc on humanity.
485,4,3,Two people suffering from fever and cold Frequent power cut in the area and we do not have candles or oil for lighting. 
486,4,1,I need to take my father to hospital for dialysis. Telecom companies have raised the prices of net pack so much that they are not affordable.
487,4,4,Equipment required at hospital. patients need mask and sanitizers I am running out of my insulin injections.
488,4,3,Need an ambulance urgently there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere
489,4,1,accident in the area and arm broken need to go to hospital requesting mobile recharge for 2 phones
490,4,0,The delivery workers of essential items should always wear masks as they come in contact with hundreds of people. Government should provide masks for them. The only shop in my area is charging very high prices for items.
491,4,4,My blood pressure is low. The delivery workers of essential items should always wear masks as they come in contact with hundreds of people. Government should provide masks for them.
492,4,0,food poisoning by eating old distributed food Police assaulted senior citizen for not having proper ration cards.
493,4,5,I am hungry from last three days. My glucose level is very low and bp is very high. Need help urgently. The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities.
494,4,5,I was travelling from karnataka to tamil nadu and met with an accident. My bike is broken and I need medical assistance for my fractured leg. I want to drive to my home town to attend a funeral and need paas. send me back.
495,4,5,my daughter ate expired medicine. I am unable to call any hospital. I want to drive to my home town to attend a funeral and need paas. send me back.
496,4,1,my aunt is feeling uneasiness since morning. This can be a symptom of corona. Send check up team immediately. due to sim card issue I was not able to create hotspot
497,4,0,I read a news article and I suspect I have cancer. As a precautionary measure I want my body checkup I feel that someone is going to break in and kill me.
498,4,0,There was sparking in my electric generator due to fuel leakage and I got a third degree burn. I recently came to know that my brother is adopted and that's why he is ill treated by my parents.
499,4,4,Dry ration provided is of bad quality. People are getting sick after consuming them. I was travelling from karnataka to tamil nadu and met with an accident. My bike is broken and I need medical assistance for my fractured leg.
500,4,2,My father is sick.  People are starving due to COVID19 crises.
501,4,4,My son is ill due to bad weather. Need an ambulance urgently
502,4,3,I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever.  requesting supplies of kerosene
503,4,0,My wife is a construction worker and since we don't have enough meals now due to shortage of money she is weak and unable to get up Police assaulted senior citizen for not having proper ration cards.
504,4,5,need medical assistance Want to go back to my family place. Currently staying in the hotel.
505,4,2,My inhaler isnt working and I need a new one asap. I want bread and rice for my home
506,4,0,I am running out of my insulin injections. My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday
507,4,3,Me and my parents are stuck alone in our house with severe health issues. My father has heart problems and my mother is bedridden. I need medical assistance. If you fuel your journey on the opinion of others you are going to run out of gas.
508,5,1,I want to travel back to my native place. Whenever i try to reach some authorities from governement they just hang the call and don't respond. I am really irritated by this behaviour.
509,5,0,Want curfew pass for case of emergency travel. I saw bruises on my maid face. I think she is a victim of domestic violence.
510,5,5,Firstline workers facing issues as no cabs are available Want curfew pass for case of emergency travel.
511,5,2,Want to go back to my family place. Currently staying in the hotel. People are starving due to COVID19 crises.
512,5,0,Want to travel from bangalore to delhi. Any means of transport available? 3 people have crashed in my neighbors house for some money matter.
513,5,4,Residing in green zone but not able to get travel permssion even for getting essential household items. There was sparking in my electric generator due to fuel leakage and I got a third degree burn.
514,5,2,Few days back my vehicle was seized by police now don't have any means of transport. Need prepared food for 20 people in slum
515,5,3,My visa about to get expire. Want some travel arrangements to be done to fly back to Austria. run out of gas. Unable to get gas cylinders
516,5,1,Five construction workers started walking from kerela to bihar but are stranded in karnataka border. Telecom companies have raised the prices of net pack so much that they are not affordable.
517,5,1,I live in pg where its difficult to get food. When are flights and trains getting started. my phone is damaged. Requesting spare
518,5,5,You are giving permission to celebrities like Rishi kapoors daughter to travel while normal people are not getting passes within the city.  Daily a truck of refugees breaks into the city via the south highway road. Travel ban should be imposed on the trucks too.
519,5,2,I cancelled my advance booking on irctc website but refund is not initiated yet. Need prepared food for 20 people in slum
520,5,5,Due to lack in any means of transport horse cart owner is charging very high prices. Please give update when daily buses will resume. You are giving permission to celebrities like Rishi kapoors daughter to travel while normal people are not getting passes within the city. 
521,5,4,The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities. I read a news article and I suspect I have cancer. As a precautionary measure I want my body checkup
522,5,3,Daily a truck of refugees breaks into the city via the south highway road. Travel ban should be imposed on the trucks too. Reduce oil prices immidiately
523,5,0,I want to drive to my home town to attend a funeral and need paas. send me back. I can hear voices of crying children from my neighbor. I think they are being abused.
524,5,2,I came to Bangalore to work and have been stuck here for so long due to the lockdown I need to get to my elderly parents who are in a small town in Maharashtra which is declared a red zone.  People are starving due to COVID19 crises.
525,5,1,My son went to Delhi to prepare for competitive exams and now he is stuck there with some friends as their institution has closed down and he is unable to return.  5 people trapped with no internet in my locality
526,5,4,Me and family stranded on roadside on the way to mysore. Car is not working. food poisoning by eating old distributed food
527,2,0,I need daily rations in Attur My neighbor Mr. Rao is a salesman who is frustrated due to no income and he fights with his wife shouts horribly and breaks things almost everyday
528,2,5,provide rations for 6 people for 10 days The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities.
529,2,5,Need prepared food for 20 people in slum Five construction workers started walking from kerela to bihar but are stranded in karnataka border.
530,2,3,Need groceries for a family in quarantine there are drums of flammable oil stored in our locality. Is it possible to store them elsewhere
531,2,2,my sugar eggs and milk are over. I have small chidren.  I want bread and rice for my home
532,2,2,Need food packets for 20 people The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities to buy groceries and medicines. Help us.
533,2,5,I want bread and rice for my home I want to drive to my home town to attend a funeral and need paas. send me back.
534,2,5,Five construction workers started walking from kerela to bihar but are stranded in karnataka border. Get them food and help them go to their home. I want to travel back to my native place.
535,2,5,The temporary bridge is broken due to heavy flow of river water so we are not able to go to cities to buy groceries and medicines. Help us. I want to drive to my home town to attend a funeral and need paas. send me back.
536,2,2,I cannot cook food at my home as I do not have groceries and cooking oil. I am starving and hence require daily meals. please supply meals for me.
537,2,4,Dry ration provided is of bad quality. People are getting sick after consuming them. My blood pressure is low.
538,2,4,5 kg Rice 10 kg Wheat 20 L Oil needed accident in the area and arm broken need to go to hospital
539,2,2,People are starving due to COVID19 crises. I need daily rations in Attur
540,2,0,My maid complaint that she has money but was unable to buy groceries as nearby shops are closed and police is not allowing them to go to far places. Please make sure essential services are working properly and Help my maid.Her No. is 7625472689 Police assaulted senior citizen for not having proper ration cards.
541,2,2,No one is taking care of roadside animals. They are starving.Plase do something to help them instantly I need food supplies for my family. Require lunch dinner meals everyday. 
542,2,5,As my young daughter is still a toddler I need some cereals or Cerelac and milk urgently. Want to travel from bangalore to delhi. Any means of transport available?
543,2,2,Even though the local auhtorities have arranged for raw vegetables for us to have please provide us with oil and spices to cook them which we have been asking for so long. As my young daughter is still a toddler I need some cereals or Cerelac and milk urgently.
544,2,5,I am unable to find fruits or vegetables You are giving permission to celebrities like Rishi kapoors daughter to travel while normal people are not getting passes within the city. 
545,2,4,Where can I get bread and butter. I have been coughing for several days now but recently I am also feeling a blockage on my throat weaknesss and fever. 
546,2,1,Edible supplies are not available in my area i need bread and groceries is it possible to deliver a phone in kormangla as mine is not working
547,2,1,We are 6 people in my family and we are out of food. Anything you can give please do There has been transformer fault in our area and none of our devices are working and all our phones are discharged and we are not able to contact anyone to request for repair for many days now.
548,2,5,I need food supplies for my family. Require lunch dinner meals everyday.  I came to Bangalore to work and have been stuck here for so long due to the lockdown I need to get to my elderly parents who are in a small town in Maharashtra which is declared a red zone. 
